panel_id,column_id,row_index,stack_index,era,label,note,span,existing_polity_link,category,entity_id,entity_type
poland,silesia,6,1,Jagiellonian Era,German-speaking urbanization deepens,,1,german_speaking_urbanization_deepens,linked,,unresolved_link
poland,greater,7,0,Commonwealth,Polish-Lithuanian Commonwealth (Rzeczpospolita — 'First Republic'),1569–1795,3,polish_lithuanian_commonwealth,linked,polish_lithuanian_commonwealth,existing_polity
poland,greater,7,1,Commonwealth,Elected monarchy (szlachta democracy — Golden Liberty),Union of Lublin 1569,3,elected_monarchy,linked,,unresolved_link
poland,greater,7,2,Commonwealth,Height under Sigismund III · John III Sobieski,relief of Vienna 1683,3,height_under_sigismund_iii,linked,,unresolved_link
poland,greater,7,3,Commonwealth,Decline — Liberum veto · Saxon dynasty · Russian interference,18th c.; Constitution of 3 May 1791,3,,regime,decline__liberum_veto_saxon_dynasty_russian_interference,regime
poland,greater,7,4,Commonwealth,Partitions: First (1772) · Second (1793) · Third (1795),,3,,unclassified,partitions_first_second_third,unclassified
poland,greater,8,0,Partition Era,Prussian Partition (Greater Poland · Pomerania),1772/1793–,1,kingdom_of_prussia,linked,kingdom_of_prussia,existing_polity
poland,greater,8,1,Partition Era,Grand Duchy of Posen (Poznań),1815–1848,1,grand_duchy_of_posen,linked,,unresolved_link
poland,greater,8,2,Partition Era,Province of Posen · West Prussia (Germanization — Kulturkampf),1848–1918,1,province_of_posen,linked,,unresolved_link
poland,lesser,8,0,Partition Era,Austrian Partition (Lesser Poland · Galicia),1772/1795–,1,,event,austrian_partition,event
poland,lesser,8,1,Partition Era,Duchy of Warsaw (Napoleonic client state),1807–1815,1,,regime,duchy_of_warsaw,regime
poland,lesser,8,2,Partition Era,Congress Kingdom of Poland (Russian puppet),1815–1831,1,kingdom_of_poland,linked,kingdom_of_poland,existing_polity
poland,lesser,8,3,Partition Era,Privislinsky Krai (direct Russian rule),"1867–1915; November Uprising 1830, January Uprising 1863",1,privislinsky_krai,linked,,unresolved_link
poland,silesia,8,0,Partition Era,Prussian Partition (Silesia remains Prussian/Habsburg),,1,,regime,prussian_partition,regime
poland,silesia,8,1,Partition Era,Free City of Kraków,1815–1846,1,free_city_of_krakow,linked,,unresolved_link
poland,silesia,8,2,Partition Era,Austrian Galicia-Lodomeria (relative autonomy),1867–1918,1,austrian_galicia_lodomeria,linked,,unresolved_link
poland,silesia,8,3,Partition Era,Grand Duchy of Kraków (Austrian),1846–1918,1,grand_duchy_of_krakow,linked,,unresolved_link
poland,greater,9,0,,Regency Kingdom of Poland (German puppet — WWI),1916–1918,3,kingdom_of_poland,linked,kingdom_of_poland,existing_polity
poland,greater,9,1,,Polish independence restored,11 November 1918,3,,event,polish_independence_restored,event
poland,greater,10,0,Second Republic,Second Polish Republic (Józef Piłsudski),1918–1939,3,kingdom_of_poland,linked,kingdom_of_poland,existing_polity
poland,greater,10,1,Second Republic,Polish-Soviet War,1919–1921; 'Miracle on the Vistula' 1920,3,,event,polish_soviet_war,event
poland,greater,10,2,Second Republic,Sanacja regime (Piłsudski's May Coup),1926–1939,3,sanacja_regime,linked,,unresolved_link
poland,greater,12,0,,Polish government-in-exile (London),1939–1990,3,,event,polish_government_in_exile,event
poland,greater,12,1,,Polish Underground State (Armia Krajowa — Home Army),1939–1945,3,polish_underground_state,linked,,unresolved_link
poland,greater,12,2,,Holocaust — ~3 million Polish Jews murdered; ~6 million Polish citizens killed total,"1939–1945; Warsaw Ghetto Uprising 1943, Warsaw Uprising 1944",3,holocaust,linked,,unresolved_link
poland,greater,13,0,Communist Era,Borders shifted west (Oder-Neisse line — gains Silesia · Pomerania · East Prussia; loses Kresy to USSR),1945,3,borders_shifted_west,linked,,unresolved_link
poland,greater,13,1,Communist Era,Polish People's Republic (Soviet satellite state),1947–1989,3,polish_peoples_republic,linked,,unresolved_link
poland,greater,13,2,Communist Era,Solidarity (Solidarność) — Lech Wałęsa (Gdańsk Shipyard),"1980; Poznań protests 1956, March 1968, December strikes 1970",3,solidarity,linked,,unresolved_link
poland,greater,13,3,Communist Era,Martial law (Jaruzelski),1981–1983,3,martial_law,linked,,unresolved_link
poland,greater,13,4,Communist Era,Round Table Agreement → end of communist rule,1989,3,,event,round_table_agreement_end_of_communist_rule,event
poland,greater,14,0,Contemporary,Third Polish Republic,1989–,3,third_polish_republic,linked,,unresolved_link
poland,greater,14,1,Contemporary,NATO member (1999) · EU member (2004),,3,,event,nato_member_eu_member,event
romania,trans,0,0,Ancient,Dacian Kingdom — Sarmizegetusa Regia (capital),c.82 BCE–106 CE,1,dacian_kingdom,linked,dacian_kingdom,existing_polity
romania,wal,0,0,Ancient,Dacia — Getae / Dacian tribes,,1,dacia,linked,,unresolved_link
romania,mold,0,0,Ancient,Free Dacians — Carpi (east of Roman reach),,1,free_dacians,linked,free_dacians,existing_polity
romania,trans,1,0,,Roman Dacia province,106–271 CE — Trajan's conquest,1,roman_dacia_province,linked,,unresolved_link
romania,trans,1,1,,Roman withdrawal · Goths settle,271 CE,1,roman_withdrawal,linked,,unresolved_link
romania,wal,1,0,,Roman Empire (partly) · Goths · Sarmatians · Alans,,1,roman_empire,linked,roman_empire,existing_polity
romania,mold,1,0,,Free Dacians / Carpi · Goths · Alans,,1,free_dacians,linked,free_dacians,existing_polity
romania,trans,2,0,,Gepid Kingdom,454–567 CE,1,gepid_kingdom,linked,gepid_kingdom,existing_polity
romania,trans,2,1,,Avar Khaganate,567–796 CE,1,avar_khaganate,linked,avar_khaganate,existing_polity
romania,trans,2,2,,Slavic migration,,1,slavic_migration,linked,,unresolved_link
romania,wal,2,0,,Hunnic Empire → Goths/Sarmatians,,1,hunnic_empire,linked,hunnic_empire,existing_polity
romania,wal,2,1,,Slavic migration,6th–7th c.,1,slavic_migration,linked,,unresolved_link
romania,mold,2,0,,Hunnic Empire · Alans · Free Dacians remnants,,1,hunnic_empire,linked,hunnic_empire,existing_polity
romania,mold,2,1,,Slavic migration,,1,slavic_migration,linked,,unresolved_link
romania,trans,3,0,Medieval,Avar Khaganate (declining) · Vlachs,,1,avar_khaganate,linked,avar_khaganate,existing_polity
romania,trans,3,1,Medieval,Hungarian conquest of Transylvania,c.895–1000 CE,1,hungarian_conquest_of_transylvania,linked,,unresolved_link
romania,wal,3,0,Medieval,First Bulgarian Empire (partly),,1,first_bulgarian_empire,linked,first_bulgarian_empire,existing_polity
romania,wal,3,1,Medieval,Vlachs (Romanized populations),,1,vlachs,linked,,unresolved_link
romania,mold,3,0,Medieval,First Bulgarian Empire,,1,first_bulgarian_empire,linked,first_bulgarian_empire,existing_polity
romania,mold,3,1,Medieval,Pechenegs (from c.895 CE),,1,pechenegs,linked,pechenegs,existing_polity
romania,trans,4,0,,Kingdom of Hungary — Transylvania (with Saxon colonists),11th–13th c.,1,kingdom_of_hungary,linked,kingdom_of_hungary,existing_polity
romania,wal,4,0,,Pechenegs → Cumans,from c.1040,1,pechenegs,linked,pechenegs,existing_polity
romania,wal,4,1,,Second Bulgarian Empire border,,1,second_bulgarian_empire,linked,second_bulgarian_empire,existing_polity
romania,mold,4,0,,Pechenegs → Cumans (dominant),from c.1040,1,pechenegs,linked,pechenegs,existing_polity
romania,trans,5,0,,Kingdom of Hungary,Mongol invasion 1241–42,1,kingdom_of_hungary,linked,kingdom_of_hungary,existing_polity
romania,wal,5,0,,Golden Horde (post-Mongol invasion),,1,golden_horde,linked,golden_horde,existing_polity
romania,wal,5,1,,Principality of Wallachia,"founded c.1290–1330, Basarab I",1,principality_of_wallachia,linked,principality_of_wallachia,existing_polity
romania,mold,5,0,,Golden Horde (post-Mongol invasion),,1,golden_horde,linked,golden_horde,existing_polity
romania,mold,5,1,,Principality of Moldavia,"founded c.1359, Bogdan I",1,principality_of_moldavia,linked,principality_of_moldavia,existing_polity
romania,trans,6,0,,Kingdom of Hungary → Eastern Kingdom of Hungary,after Mohács 1526,1,kingdom_of_hungary,linked,kingdom_of_hungary,existing_polity
romania,trans,6,1,,Principality of Transylvania,1570–,1,principality_of_transylvania,linked,principality_of_transylvania,existing_polity
romania,wal,6,0,,Principality of Wallachia,,1,principality_of_wallachia,linked,principality_of_wallachia,existing_polity
romania,wal,6,1,,Ottoman vassal,c.1417 (fully 1460s),1,ottoman_empire,linked,ottoman_empire,existing_polity
romania,mold,6,0,,Principality of Moldavia — Stephen the Great,r.1457–1504,1,principality_of_moldavia,linked,principality_of_moldavia,existing_polity
romania,mold,6,1,,Ottoman vassal,1538,1,ottoman_empire,linked,ottoman_empire,existing_polity
romania,trans,7,0,,Habsburg Grand Principality of Transylvania,from 1688,1,habsburg_grand_principality_of_transylvania,linked,,unresolved_link
romania,wal,7,0,,Ottoman Wallachia — Phanariot governors,from 1716,1,ottoman_wallachia,linked,,unresolved_link
romania,mold,7,0,,Ottoman Moldavia — Phanariot governors,from 1711,1,ottoman_moldavia,linked,,unresolved_link
romania,mold,7,1,,Habsburg — Duchy of Bukovina,1775 (NW Moldavia),1,habsburg_monarchy,linked,habsburg_monarchy,existing_polity
romania,mold,7,2,,Russian Empire annexes Bessarabia,1812,1,russian_empire,linked,russian_empire,existing_polity
romania,trans,8,0,Modern,Austrian Empire → Austria-Hungary,in Hungarian half from 1867,1,austrian_empire,linked,austrian_empire,existing_polity
romania,wal,8,0,Modern,United Principalities of Moldavia & Wallachia,1859 — Alexandru Ioan Cuza,1,united_principalities_of_moldavia_wallachia,linked,,unresolved_link
romania,wal,8,1,Modern,Kingdom of Romania,1881–,1,kingdom_of_romania,linked,kingdom_of_romania,existing_polity
romania,mold,8,0,Modern,United Principalities → Kingdom of Romania (Romanian Moldavia),,1,kingdom_of_romania,linked,kingdom_of_romania,existing_polity
romania,mold,8,1,Modern,Russian Empire — Bessarabia (east of Prut),1812–1918,1,russian_empire,linked,russian_empire,existing_polity
romania,trans,9,0,,Austria-Hungary → Romania,Treaty of Trianon 1920,1,austria_hungary,linked,austria_hungary,existing_polity
romania,wal,9,0,,Kingdom of Romania (fully independent 1877),,1,kingdom_of_romania,linked,kingdom_of_romania,existing_polity
romania,wal,9,1,,Greater Romania (post-WWI),from 1918–1920,1,greater_romania,linked,,unresolved_link
romania,mold,9,0,,Kingdom of Romania — Bessarabia rejoins,1918,1,kingdom_of_romania,linked,kingdom_of_romania,existing_polity
romania,mold,9,1,,Soviet Moldavian ASSR (east bank of Dniester),1924–1940,1,soviet_moldavian_assr,linked,,unresolved_link
romania,trans,10,0,,Romania (Greater Romania),,1,romania,linked,,unresolved_link
romania,trans,10,1,,N. Transylvania → Hungary (Second Vienna Award),1940–1944,1,,event,n_transylvania_hungary,event
romania,trans,10,2,,S. Transylvania remains Romania,,1,s_transylvania_remains_romania,linked,,unresolved_link
romania,wal,10,0,,Kingdom of Romania,,1,kingdom_of_romania,linked,kingdom_of_romania,existing_polity
romania,wal,10,1,,National Legionary State (Iron Guard),Sept 1940–Jan 1941,1,national_legionary_state,linked,,unresolved_link
romania,wal,10,2,,"Romania (Antonescu, Axis-allied)",1941–1944,1,romania,linked,,unresolved_link
romania,mold,10,0,,Soviet Moldavian SSR,1940–1941,1,soviet_moldavian_ssr,linked,,unresolved_link
romania,mold,10,1,,Romania reoccupies Bessarabia,1941–1944,1,romania_reoccupies_bessarabia,linked,,unresolved_link
romania,mold,10,2,,Soviet Moldavian SSR (restored),1944–1991,1,,polity,soviet_moldavian_ssr,polity
romania,trans,11,0,,Romanian People's Republic → Socialist Republic of Romania,1947–1989,2,,people,romanian_people_s_republic_socialist_republic_of_romania,people
romania,trans,11,1,,Nicolae Ceaușescu regime,1965–1989,2,nicolae_ceausescu_regime,linked,,unresolved_link
romania,mold,11,0,,Soviet Union — Moldavian SSR,1944–1991,1,soviet_union,linked,soviet_union,existing_polity
romania,trans,12,0,Contemporary,Romania — democracy,from 1989,2,romania,linked,,unresolved_link
romania,mold,12,0,Contemporary,Republic of Moldova (independent 1991),Transnistrian War 1992 — frozen conflict,1,republic_of_moldova,linked,,unresolved_link
romania,trans,13,0,,Romania — NATO (2004) · EU member (2007),,2,,event,romania,event
russia,nw,0,0,Ancient,Finno-Ugric peoples (Chud · Veps · Merya),,2,finno_ugric_peoples,linked,,unresolved_link
russia,south,0,0,Ancient,Scythian / Sarmatian steppe fringe,,1,scythian,linked,scythian,existing_polity
russia,south,0,1,Ancient,Finno-Ugric (Mordvins · Mari) · Turkic Bulgars,,1,finno_ugric_turkic_bulgars,linked,,unresolved_link
russia,sib,0,0,Ancient,Indigenous Siberian peoples (Nenets · Khanty · Evenks · Yakuts · Chukchi),,1,indigenous_siberian_peoples,linked,,unresolved_link
russia,nw,1,0,,East Slavic migration northward,6th–9th c.,2,east_slavic_migration_northward,linked,,unresolved_link
russia,nw,1,1,,Varangian (Norse) trade routes,,2,varangian_trade_routes,linked,,unresolved_link
russia,south,1,0,,Khazar Khaganate (south steppe),,1,khazar_khaganate,linked,khazar_khaganate,existing_polity
russia,south,1,1,,Volga Bulgaria,c.700–1238 CE,1,volga_bulgaria,linked,,unresolved_link
russia,sib,1,0,,Indigenous peoples · Göktürk Khaganate influence,,1,goktürk_khaganate,linked,goktürk_khaganate,existing_polity
russia,nw,2,0,Kievan Rus / Appanages,Novgorod Republic — Rurik dynasty,c.862 CE,1,novgorod_republic,linked,novgorod_republic,existing_polity
russia,cent,2,0,Kievan Rus / Appanages,Kievan Rus — Vladimir-Suzdal Principality,,1,kievan_rus,linked,kievan_rus,existing_polity
russia,south,2,0,Kievan Rus / Appanages,Kievan Rus fringe · Khazar remnants,,1,kievan_rus,linked,kievan_rus,existing_polity
russia,south,2,1,Kievan Rus / Appanages,Volga Bulgaria (Ural–Volga),,1,volga_bulgaria,linked,,unresolved_link
russia,sib,2,0,Kievan Rus / Appanages,Indigenous peoples — no Rus penetration,,1,indigenous_peoples,linked,,unresolved_link
russia,nw,3,0,,Novgorod Republic (Lord Novgorod the Great),Mongol invasion spared Novgorod 1237–1240; Alexander Nevsky defeats Teutonic Knights 1242,1,novgorod_republic,linked,novgorod_republic,existing_polity
russia,cent,3,0,,Golden Horde suzerainty — 'Tatar Yoke',Vladimir-Suzdal sacked 1238,1,golden_horde,linked,golden_horde,existing_polity
russia,south,3,0,,Golden Horde — Sarai (capital on lower Volga),Volga Bulgaria destroyed 1237,1,golden_horde,linked,golden_horde,existing_polity
russia,sib,3,0,,Indigenous peoples,,1,indigenous_peoples,linked,,unresolved_link
russia,nw,4,0,Rise of Moscow,Novgorod Republic,annexed by Moscow 1478,1,novgorod_republic,linked,novgorod_republic,existing_polity
russia,cent,4,0,Rise of Moscow,Principality of Moscow (Muscovy),founded c.1263; end of Tatar Yoke 1480,1,principality_of_moscow,linked,,unresolved_link
russia,south,4,0,Rise of Moscow,Golden Horde → Kazan Khanate,1438,1,golden_horde,linked,golden_horde,existing_polity
russia,south,4,1,Rise of Moscow,Astrakhan Khanate · Nogai Horde,,1,astrakhan_khanate,linked,,unresolved_link
russia,sib,4,0,Rise of Moscow,Indigenous peoples,,1,indigenous_peoples,linked,,unresolved_link
russia,nw,5,0,,Tsardom of Russia — Ivan IV (the Terrible),1547; Livonian War 1558–1583,1,tsardom_russia,linked,tsardom_russia,existing_polity
russia,cent,5,0,,Tsardom of Russia,Time of Troubles 1598–1613; Romanov dynasty 1613,1,tsardom_russia,linked,tsardom_russia,existing_polity
russia,south,5,0,,Tsardom of Russia — Kazan conquered (1552) · Astrakhan (1556),,1,tsardom_russia,linked,tsardom_russia,existing_polity
russia,south,5,1,,Don Cossack Host (expansion),,1,,event,don_cossack_host,event
russia,sib,5,0,,Conquest of Siberia begins (Yermak),1581–1598; expansion to Pacific by 1639,1,,event,conquest_of_siberia_begins,event
russia,nw,6,0,Russian Empire,Russian Empire (proclaimed 1721),Peter I; St. Petersburg founded 1703,2,russian_empire,linked,russian_empire,existing_polity
russia,south,6,0,Russian Empire,Russian Empire — Volga-Don region,Pugachev rebellion 1773–1775,1,russian_empire,linked,russian_empire,existing_polity
russia,sib,6,0,Russian Empire,Russian Empire — Siberian expansion continues,,1,russian_empire,linked,russian_empire,existing_polity
russia,sib,6,1,Russian Empire,Russian America (Alaska),1784–1867,1,russian_america,linked,russian_alaska,existing_polity
russia,nw,7,0,,Russian Empire — Napoleonic era,Moscow occupied 1812; Decembrist revolt 1825,2,russian_empire,linked,russian_empire,existing_polity
russia,south,7,0,,Russian Empire — Caucasus wars,,1,russian_empire,linked,russian_empire,existing_polity
russia,sib,7,0,,Russian Empire — East Siberia · Amur acquired from China,1858–1860; Alaska sold 1867,1,russian_empire,linked,russian_empire,existing_polity
russia,nw,8,0,,Russian Empire — emancipation of serfs (1861) · industrialisation,,2,russian_empire,linked,russian_empire,existing_polity
russia,south,8,0,,Russian Empire — Trans-Siberian Railway,begun 1891,1,russian_empire,linked,russian_empire,existing_polity
russia,sib,8,0,,Russian Empire — Trans-Siberian Railway · Russo-Japanese War,1904–1905,1,russian_empire,linked,russian_empire,existing_polity
russia,nw,9,0,Revolution / Civil War,Russian Soviet Federative Socialist Republic (RSFSR),Feb & Oct Revolutions 1917,2,russian_soviet_federative_socialist_republic,linked,,unresolved_link
russia,nw,9,1,Revolution / Civil War,White Army (NW) · Allied intervention,1918–1920,2,white_army,linked,,unresolved_link
russia,south,9,0,Revolution / Civil War,White Army — Volunteer Army (Denikin) · Cossack revolt,,1,,event,white_army,event
russia,south,9,1,Revolution / Civil War,Red Army reconquest,,1,red_army_reconquest,linked,,unresolved_link
russia,sib,9,0,Revolution / Civil War,Czech Legion · White Army (Kolchak) · Red Army,,1,czech_legion,linked,,unresolved_link
russia,nw,10,0,Soviet,Soviet Union — Leningrad (formerly St. Petersburg),Siege 1941–1944,1,soviet_union,linked,soviet_union,existing_polity
russia,cent,10,0,Soviet,Soviet Union / Russian SFSR — Moscow capital,Collectivisation · Five-Year Plans · Great Terror (1930s),1,soviet_union,linked,soviet_union,existing_polity
russia,south,10,0,Soviet,Soviet Union — Volga-Ural industrial region,,1,soviet_union,linked,soviet_union,existing_polity
russia,sib,10,0,Soviet,Soviet Union — Gulag system · Siberian labour camps,,1,soviet_union,linked,soviet_union,existing_polity
russia,nw,11,0,,Soviet Union — WWII (Great Patriotic War),1941–1945,4,soviet_union,linked,soviet_union,existing_polity
russia,nw,12,0,,Soviet Union — Cold War · Space Race · Khrushchev Thaw,Brezhnev stagnation; Gorbachev Glasnost · Perestroika,4,soviet_union,linked,soviet_union,existing_polity
russia,nw,13,0,Contemporary,Russian Federation (1991),"Chechen Wars 1994–1996, 1999–2009",2,russian_federation,linked,russian_federation,existing_polity
russia,south,13,0,Contemporary,Russian Federation — Volga Federal District,,1,russian_federation,linked,russian_federation,existing_polity
russia,sib,13,0,Contemporary,Russian Federation — Siberian · Far Eastern Federal Districts,,1,russian_federation,linked,russian_federation,existing_polity
russia,nw,14,0,,Russian Federation — Putin era (2000–) · Annexation of Crimea (2014) · Full-scale war in Ukraine (2022–),,4,russian_federation,linked,russian_federation,existing_polity
scandinavia,norway,0,0,Ancient,Nordic Bronze Age,c.1700–500 BCE,3,nordic_bronze_age_culture,linked,,unresolved_link
scandinavia,norway,0,1,Ancient,Pre-Roman & Roman Iron Age,c.500 BCE–400 CE,3,pre_roman_roman_iron_age_culture,linked,,unresolved_link
scandinavia,norway,0,2,Ancient,Germanic Iron Age · Migration Period,c.400–793,3,germanic_iron_age_culture,linked,,unresolved_link
scandinavia,finland,0,0,Ancient,Finnic peoples (Suomalaiset) migration,c.3000–1000 BCE,1,finnic_peoples_migration,linked,,unresolved_link
scandinavia,finland,0,1,Ancient,Sámi peoples (Lapland — indigenous),pre-Finnic,1,sami_peoples,linked,,unresolved_link
scandinavia,finland,0,2,Ancient,Comb Ceramic · Corded Ware cultures,,1,comb_ceramic_culture,linked,,unresolved_link
scandinavia,finland,0,3,Ancient,Finnish Iron Age,c.500 BCE–1150 CE,1,finnish_iron_age_culture,linked,,unresolved_link
scandinavia,norway,1,0,Viking Age,Petty kingdoms (småriker),pre-872,1,petty_kingdoms,linked,,unresolved_link
scandinavia,norway,1,1,Viking Age,Kingdom of Norway — Fairhair dynasty,c.872–; unified by Harald Fairhair,1,kingdom_of_norway,linked,kingdom_of_norway,existing_polity
scandinavia,denmark,1,0,Viking Age,Jutes · Danes (Jutland · Zealand),,1,jutes_danes,linked,,unresolved_link
scandinavia,denmark,1,1,Viking Age,Kingdom of Denmark,c.936–; Christianized under Harald Bluetooth c.965,1,kingdom_of_denmark,linked,kingdom_of_denmark,existing_polity
scandinavia,sweden,1,0,Viking Age,Svear (Uppland) · Götar (Götaland),,1,svear_gotar,linked,,unresolved_link
scandinavia,sweden,1,1,Viking Age,Kingdom of Sweden (emerging),c.970–,1,kingdom_of_sweden,linked,kingdom_of_sweden,existing_polity
scandinavia,finland,1,0,Viking Age,Finnish tribes (Suomalaiset · Häme · Karelians),,1,finnish_tribes,linked,,unresolved_link
scandinavia,finland,1,1,Viking Age,No centralized state — tribal chieftains,,1,no_centralized_state,linked,,unresolved_link
scandinavia,norway,2,0,,Kingdom of Norway,Christianized under Olaf Tryggvason (995) and St. Olaf (1015–1028),1,kingdom_of_norway,linked,kingdom_of_norway,existing_polity
scandinavia,norway,2,1,,Iceland Free State (Althing — world's oldest parliament),930–1262,1,iceland_free_state,linked,,unresolved_link
scandinavia,denmark,2,0,,North Sea Empire (Cnut the Great — Denmark + England + Norway),1016–1035,1,kingdom_of_denmark,linked,kingdom_of_denmark,existing_polity
scandinavia,sweden,2,0,,Kingdom of Sweden,Christianized under Olof Skötkonung c.1000,1,kingdom_of_sweden,linked,kingdom_of_sweden,existing_polity
scandinavia,finland,2,0,,Finnish tribes (pagan — gradual contact with Christianity),,1,finnish_tribes,linked,,unresolved_link
scandinavia,norway,3,0,High Medieval,Kingdom of Norway — Hardrada dynasty,1046–1130,1,kingdom_of_norway,linked,kingdom_of_norway,existing_polity
scandinavia,norway,3,1,High Medieval,Norwegian Civil War era,1130–1240,1,,event,norwegian_civil_war_era,event
scandinavia,norway,3,2,High Medieval,Sverre dynasty,1184–1319,1,sverre_dynasty,linked,,unresolved_link
scandinavia,denmark,3,0,High Medieval,Kingdom of Denmark,,1,kingdom_of_denmark,linked,kingdom_of_denmark,existing_polity
scandinavia,denmark,3,1,High Medieval,Civil war period,1131–1157,1,,event,civil_war_period,event
scandinavia,denmark,3,2,High Medieval,Valdemar I — Danish Baltic expansion,1157–1182,1,,event,valdemar_i,event
scandinavia,denmark,3,3,High Medieval,Great Interregnum,1332–1340,1,,event,great_interregnum,event
scandinavia,sweden,3,0,High Medieval,Kingdom of Sweden — medieval consolidation,,1,kingdom_of_sweden,linked,kingdom_of_sweden,existing_polity
scandinavia,sweden,3,1,High Medieval,Northern Crusades (Finland conquered),c.1150–1293,1,,unclassified,northern_crusades,unclassified
scandinavia,sweden,3,2,High Medieval,Folkung dynasty,1250–1364,1,folkung_dynasty,linked,,unresolved_link
scandinavia,finland,3,0,High Medieval,Swedish Crusades into Finland,c.1150–1293,1,,unclassified,swedish_crusades_into_finland,unclassified
scandinavia,finland,3,1,High Medieval,Finland becomes Swedish territory,by c.1300,1,finland_becomes_swedish_territory,linked,,unresolved_link
scandinavia,finland,3,2,High Medieval,Turku — administrative center · bishopric,,1,turku,linked,,unresolved_link
scandinavia,norway,4,0,,Kingdom of Norway — peak (Håkon IV),1217–1263; includes Iceland · Greenland · Faroe · Orkney · Shetland,1,kingdom_of_norway,linked,kingdom_of_norway,existing_polity
scandinavia,norway,4,1,,Iceland under Norwegian Crown,1262,1,iceland_under_norwegian_crown,linked,,unresolved_link
scandinavia,norway,4,2,,Black Death — population collapse,1349–1350; ~60% mortality,1,,event,black_death,event
scandinavia,norway,4,3,,"Decline — personal union with Sweden (1319), then Denmark",,1,,polity,decline,polity
scandinavia,denmark,4,0,,Kingdom of Denmark — Valdemar IV restores realm,1340–1375,1,kingdom_of_denmark,linked,kingdom_of_denmark,existing_polity
scandinavia,denmark,4,1,,Margaret I — Union of the three crowns,1387–,1,margaret_i,linked,,unresolved_link
scandinavia,sweden,4,0,,Kingdom of Sweden,Albert of Mecklenburg deposed by Margaret I (1389),1,kingdom_of_sweden,linked,kingdom_of_sweden,existing_polity
scandinavia,finland,4,0,,Finland as part of Sweden,,1,finland_as_part_of_sweden,linked,,unresolved_link
scandinavia,finland,4,1,,Swedish-Novgorodian border wars,13th–14th c.,1,,event,swedish_novgorodian_border_wars,event
scandinavia,finland,4,2,,Treaty of Nöteborg (border fixed),1323,1,,event,treaty_of_noteborg,event
scandinavia,norway,5,0,Kalmar Union,Kalmar Union (Denmark · Norway · Sweden · Iceland · Finland),1397–1523; Denmark-dominated,4,kalmar_union,linked,kalmar_union,existing_polity
scandinavia,norway,5,1,Kalmar Union,Swedish resistance — Engelbrekt Rebellion · Sten Sture regents,1434–,4,,event,swedish_resistance,event
scandinavia,norway,5,2,Kalmar Union,Gustav Vasa — Swedish independence (Finland follows Sweden out),1521–1523; triggered by Stockholm Bloodbath (1520),4,,event,gustav_vasa,event
scandinavia,norway,6,0,Early Modern,Denmark-Norway (Norway as junior partner),1536–1814,1,denmark_norway,linked,denmark_norway,existing_polity
scandinavia,norway,6,1,Early Modern,Oldenburg dynasty — Reformation (Lutheranism),1536,1,kingdom_of_denmark,linked,kingdom_of_denmark,existing_polity
scandinavia,denmark,6,0,Early Modern,Kingdom of Denmark-Norway,1536–1814,1,kingdom_of_denmark,linked,kingdom_of_denmark,existing_polity
scandinavia,denmark,6,1,Early Modern,Danish colonial empire (Iceland · Greenland · West Indies · India),,1,danish_colonial_empire,linked,,unresolved_link
scandinavia,denmark,6,2,Early Modern,Thirty Years' War involvement,1625–1629,1,,event,thirty_years_war_involvement,event
scandinavia,sweden,6,0,Early Modern,Kingdom of Sweden — Vasa dynasty,1523–1654,1,kingdom_of_sweden,linked,kingdom_of_sweden,existing_polity
scandinavia,sweden,6,1,Early Modern,Reformation · centralization under Gustav Vasa,1523–1560,1,,unclassified,reformation_centralization_under_gustav_vasa,unclassified
scandinavia,sweden,6,2,Early Modern,Thirty Years' War (Protestant champion),1611–1632,1,,event,thirty_years_war,event
scandinavia,finland,6,0,Early Modern,Finland as Swedish territory,,1,finland_as_swedish_territory,linked,,unresolved_link
scandinavia,finland,6,1,Early Modern,Duchy of Finland (Vasa appanage),1556–1563,1,duchy_of_finland,linked,,unresolved_link
scandinavia,finland,6,2,Early Modern,Constant wars with Russia over Karelia,,1,,event,constant_wars_with_russia_over_karelia,event
scandinavia,norway,7,0,,Denmark-Norway (Norwegian subordination continues),,1,denmark_norway,linked,denmark_norway,existing_polity
scandinavia,denmark,7,0,,Denmark-Norway — absolute monarchy,1660–1849,1,kingdom_of_denmark,linked,kingdom_of_denmark,existing_polity
scandinavia,denmark,7,1,,Loss of Scania · Halland · Blekinge to Sweden,1658,1,loss_of_scania,linked,,unresolved_link
scandinavia,denmark,7,2,,Great Northern War — allied against Sweden,1700–1721,1,,event,great_northern_war,event
scandinavia,sweden,7,0,,Swedish Empire (Stormaktstiden),1611–1721,1,kingdom_of_sweden,linked,kingdom_of_sweden,existing_polity
scandinavia,sweden,7,1,,Baltic dominance (Finland · Estonia · Livonia · Pomerania),,1,baltic_dominance,linked,,unresolved_link
scandinavia,sweden,7,2,,Great Northern War,1700–1721,1,,event,great_northern_war,event
scandinavia,sweden,7,3,,Age of Liberty (parliamentary rule),1718–1772,1,,event,age_of_liberty,event
scandinavia,sweden,7,4,,Gustavian era (enlightened absolutism),1772–1809,1,,event,gustavian_era,event
scandinavia,finland,7,0,,Finland under Swedish Empire,,1,finland_under_swedish_empire,linked,,unresolved_link
scandinavia,finland,7,1,,Great Northern War — Russian occupation (Great Wrath),1714–1721,1,,event,great_northern_war,event
